chemin,classe,classe_LOC,classe_CLOC,classe_DC,WMC,classe_BC
jfreechart-master\src\main\java\org\jfree\data\xy\AbstractXYDataset.java,AbstractXYDataset.java,88,42,0.4772727272727273,8,0.05965909090909091
jfreechart-master\src\main\java\org\jfree\data\xy\AbstractXYZDataset.java,AbstractXYZDataset.java,58,38,0.6551724137931034,3,0.21839080459770113
jfreechart-master\src\main\java\org\jfree\data\xy\CategoryTableXYDataset.java,CategoryTableXYDataset.java,381,78,0.2047244094488189,54,0.00379119276757072
jfreechart-master\src\main\java\org\jfree\data\xy\DefaultHighLowDataset.java,DefaultHighLowDataset.java,396,64,0.16161616161616163,60,0.0026936026936026937
jfreechart-master\src\main\java\org\jfree\data\xy\DefaultIntervalXYDataset.java,DefaultIntervalXYDataset.java,523,67,0.12810707456978968,63,0.0020334456280918997
jfreechart-master\src\main\java\org\jfree\data\xy\DefaultOHLCDataset.java,DefaultOHLCDataset.java,318,59,0.18553459119496854,50,0.003710691823899371
jfreechart-master\src\main\java\org\jfree\data\xy\DefaultTableXYDataset.java,DefaultTableXYDataset.java,580,89,0.15344827586206897,99,0.0015499825844653432
jfreechart-master\src\main\java\org\jfree\data\xy\DefaultWindDataset.java,DefaultWindDataset.java,391,62,0.1585677749360614,63,0.002516948808508911
jfreechart-master\src\main\java\org\jfree\data\xy\DefaultXYDataset.java,DefaultXYDataset.java,357,60,0.16806722689075632,46,0.0036536353671903546
jfreechart-master\src\main\java\org\jfree\data\xy\DefaultXYZDataset.java,DefaultXYZDataset.java,400,60,0.15,49,0.003061224489795918
jfreechart-master\src\main\java\org\jfree\data\xy\IntervalXYDataset.java,IntervalXYDataset.java,135,48,0.35555555555555557,8,0.044444444444444446
jfreechart-master\src\main\java\org\jfree\data\xy\IntervalXYDelegate.java,IntervalXYDelegate.java,434,88,0.20276497695852536,64,0.0031682027649769587
jfreechart-master\src\main\java\org\jfree\data\xy\IntervalXYZDataset.java,IntervalXYZDataset.java,95,43,0.45263157894736844,6,0.07543859649122807
jfreechart-master\src\main\java\org\jfree\data\xy\MatrixSeries.java,MatrixSeries.java,198,53,0.2676767676767677,34,0.007872846108140225
jfreechart-master\src\main\java\org\jfree\data\xy\MatrixSeriesCollection.java,MatrixSeriesCollection.java,270,63,0.23333333333333334,34,0.006862745098039216
jfreechart-master\src\main\java\org\jfree\data\xy\NormalizedMatrixSeries.java,NormalizedMatrixSeries.java,129,50,0.3875968992248062,7,0.05537098560354375
jfreechart-master\src\main\java\org\jfree\data\xy\OHLCDataItem.java,OHLCDataItem.java,180,55,0.3055555555555556,31,0.009856630824372761
jfreechart-master\src\main\java\org\jfree\data\xy\OHLCDataset.java,OHLCDataset.java,147,59,0.4013605442176871,12,0.03344671201814059
jfreechart-master\src\main\java\org\jfree\data\xy\TableXYDataset.java,TableXYDataset.java,55,47,0.8545454545454545,1,0.8545454545454545
jfreechart-master\src\main\java\org\jfree\data\xy\Vector.java,Vector.java,133,54,0.40601503759398494,20,0.020300751879699246
jfreechart-master\src\main\java\org\jfree\data\xy\VectorDataItem.java,VectorDataItem.java,115,52,0.45217391304347826,14,0.03229813664596273
jfreechart-master\src\main\java\org\jfree\data\xy\VectorSeries.java,VectorSeries.java,160,51,0.31875,14,0.022767857142857142
jfreechart-master\src\main\java\org\jfree\data\xy\VectorSeriesCollection.java,VectorSeriesCollection.java,301,64,0.21262458471760798,38,0.005595383808358105
jfreechart-master\src\main\java\org\jfree\data\xy\VectorXYDataset.java,VectorXYDataset.java,71,40,0.5633802816901409,3,0.18779342723004697
jfreechart-master\src\main\java\org\jfree\data\xy\WindDataset.java,WindDataset.java,65,40,0.6153846153846154,2,0.3076923076923077
jfreechart-master\src\main\java\org\jfree\data\xy\XIntervalDataItem.java,XIntervalDataItem.java,102,45,0.4411764705882353,14,0.031512605042016806
jfreechart-master\src\main\java\org\jfree\data\xy\XIntervalSeries.java,XIntervalSeries.java,160,55,0.34375,12,0.028645833333333332
jfreechart-master\src\main\java\org\jfree\data\xy\XIntervalSeriesCollection.java,XIntervalSeriesCollection.java,358,67,0.1871508379888268,43,0.004352345069507601
jfreechart-master\src\main\java\org\jfree\data\xy\XisSymbolic.java,XisSymbolic.java,70,46,0.6571428571428571,3,0.21904761904761905
jfreechart-master\src\main\java\org\jfree\data\xy\XYBarDataset.java,XYBarDataset.java,353,61,0.17280453257790368,51,0.0033883241681941898
jfreechart-master\src\main\java\org\jfree\data\xy\XYCoordinate.java,XYCoordinate.java,153,46,0.3006535947712418,31,0.009698503057136832
jfreechart-master\src\main\java\org\jfree\data\xy\XYDataItem.java,XYDataItem.java,220,55,0.25,33,0.007575757575757576
jfreechart-master\src\main\java\org\jfree\data\xy\XYDataset.java,XYDataset.java,106,42,0.39622641509433965,6,0.0660377358490566
jfreechart-master\src\main\java\org\jfree\data\xy\XYDatasetTableModel.java,XYDatasetTableModel.java,239,115,0.4811715481171548,28,0.017184698147041242
jfreechart-master\src\main\java\org\jfree\data\xy\XYDomainInfo.java,XYDomainInfo.java,53,38,0.7169811320754716,1,0.7169811320754716
jfreechart-master\src\main\java\org\jfree\data\xy\XYInterval.java,XYInterval.java,141,49,0.3475177304964539,26,0.01336606655755592
jfreechart-master\src\main\java\org\jfree\data\xy\XYIntervalDataItem.java,XYIntervalDataItem.java,132,43,0.32575757575757575,22,0.01480716253443526
jfreechart-master\src\main\java\org\jfree\data\xy\XYIntervalSeries.java,XYIntervalSeries.java,187,51,0.2727272727272727,16,0.017045454545454544
jfreechart-master\src\main\java\org\jfree\data\xy\XYIntervalSeriesCollection.java,XYIntervalSeriesCollection.java,355,69,0.19436619718309858,46,0.004225352112676056
jfreechart-master\src\main\java\org\jfree\data\xy\XYItemKey.java,XYItemKey.java,136,47,0.34558823529411764,19,0.018188854489164085
jfreechart-master\src\main\java\org\jfree\data\xy\XYRangeInfo.java,XYRangeInfo.java,54,38,0.7037037037037037,1,0.7037037037037037
jfreechart-master\src\main\java\org\jfree\data\xy\XYSeries.java,XYSeries.java,890,118,0.13258426966292136,146,9.081114360474066E-4
jfreechart-master\src\main\java\org\jfree\data\xy\XYSeriesCollection.java,XYSeriesCollection.java,706,89,0.12606232294617564,117,0.001077455751676715
jfreechart-master\src\main\java\org\jfree\data\xy\XYZDataset.java,XYZDataset.java,58,39,0.6724137931034483,2,0.33620689655172414
jfreechart-master\src\main\java\org\jfree\data\xy\YInterval.java,YInterval.java,110,45,0.4090909090909091,18,0.022727272727272728
jfreechart-master\src\main\java\org\jfree\data\xy\YIntervalDataItem.java,YIntervalDataItem.java,101,41,0.40594059405940597,14,0.028995756718528998
jfreechart-master\src\main\java\org\jfree\data\xy\YIntervalSeries.java,YIntervalSeries.java,161,55,0.3416149068322981,12,0.02846790890269151
jfreechart-master\src\main\java\org\jfree\data\xy\YIntervalSeriesCollection.java,YIntervalSeriesCollection.java,319,65,0.20376175548589343,40,0.005094043887147336
jfreechart-master\src\main\java\org\jfree\data\xy\YisSymbolic.java,YisSymbolic.java,71,47,0.6619718309859155,3,0.22065727699530516
jfreechart-master\src\main\java\org\jfree\data\xy\YWithXInterval.java,YWithXInterval.java,114,49,0.4298245614035088,18,0.02387914230019493
jfreechart-master\src\test\java\org\jfree\chart\annotations\CategoryLineAnnotationTest.java,CategoryLineAnnotationTest.java,164,47,0.2865853658536585,7,0.040940766550522645
jfreechart-master\src\test\java\org\jfree\chart\annotations\CategoryPointerAnnotationTest.java,CategoryPointerAnnotationTest.java,155,49,0.3161290322580645,6,0.052688172043010746
jfreechart-master\src\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java,CategoryTextAnnotationTest.java,115,44,0.3826086956521739,6,0.06376811594202898
jfreechart-master\src\test\java\org\jfree\chart\annotations\TextAnnotationTest.java,TextAnnotationTest.java,159,55,0.34591194968553457,7,0.04941599281221922
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYBoxAnnotationTest.java,XYBoxAnnotationTest.java,200,47,0.235,9,0.02611111111111111
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYDrawableAnnotationTest.java,XYDrawableAnnotationTest.java,175,46,0.26285714285714284,15,0.01752380952380952
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYImageAnnotationTest.java,XYImageAnnotationTest.java,112,109,0.9732142857142857,7,0.13903061224489796
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYLineAnnotationTest.java,XYLineAnnotationTest.java,179,41,0.22905027932960895,8,0.02863128491620112
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYPointerAnnotationTest.java,XYPointerAnnotationTest.java,155,49,0.3161290322580645,6,0.052688172043010746
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYPolygonAnnotationTest.java,XYPolygonAnnotationTest.java,143,41,0.2867132867132867,6,0.047785547785547784
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYShapeAnnotationTest.java,XYShapeAnnotationTest.java,155,45,0.2903225806451613,6,0.048387096774193554
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYTextAnnotationTest.java,XYTextAnnotationTest.java,159,49,0.3081761006289308,6,0.051362683438155136
jfreechart-master\src\test\java\org\jfree\chart\annotations\XYTitleAnnotationTest.java,XYTitleAnnotationTest.java,140,42,0.3,7,0.04285714285714286
jfreechart-master\src\test\java\org\jfree\chart\api\RectangleAlignmentTest.java,RectangleAlignmentTest.java,85,37,0.43529411764705883,1,0.43529411764705883
jfreechart-master\src\test\java\org\jfree\chart\AreaChartTest.java,AreaChartTest.java,165,46,0.2787878787878788,9,0.030976430976430977
jfreechart-master\src\test\java\org\jfree\chart\axis\AxisLocationTest.java,AxisLocationTest.java,77,39,0.5064935064935064,4,0.1266233766233766
jfreechart-master\src\test\java\org\jfree\chart\axis\AxisSpaceTest.java,AxisSpaceTest.java,94,44,0.46808510638297873,4,0.11702127659574468
jfreechart-master\src\test\java\org\jfree\chart\axis\AxisTest.java,AxisTest.java,234,61,0.2606837606837607,5,0.05213675213675214
jfreechart-master\src\test\java\org\jfree\chart\axis\CategoryAnchorTest.java,CategoryAnchorTest.java,75,39,0.52,4,0.13
jfreechart-master\src\test\java\org\jfree\chart\axis\CategoryAxisTest.java,CategoryAxisTest.java,175,57,0.32571428571428573,6,0.05428571428571429
jfreechart-master\src\test\java\org\jfree\chart\axis\CategoryLabelPositionsTest.java,CategoryLabelPositionsTest.java,159,39,0.24528301886792453,4,0.06132075471698113
jfreechart-master\src\test\java\org\jfree\chart\axis\CategoryLabelPositionTest.java,CategoryLabelPositionTest.java,130,39,0.3,4,0.075
jfreechart-master\src\test\java\org\jfree\chart\axis\CategoryLabelWidthTypeTest.java,CategoryLabelWidthTypeTest.java,74,39,0.527027027027027,4,0.13175675675675674
jfreechart-master\src\test\java\org\jfree\chart\axis\CategoryTickTest.java,CategoryTickTest.java,125,40,0.32,5,0.064
jfreechart-master\src\test\java\org\jfree\chart\axis\CyclicNumberAxisTest.java,CyclicNumberAxisTest.java,120,46,0.38333333333333336,5,0.07666666666666667
jfreechart-master\src\test\java\org\jfree\chart\axis\DateAxisTest.java,DateAxisTest.java,1043,130,0.12464046021093,28,0.0044514450075332146
jfreechart-master\src\test\java\org\jfree\chart\axis\DateTickMarkPositionTest.java,DateTickMarkPositionTest.java,76,39,0.5131578947368421,4,0.12828947368421054
jfreechart-master\src\test\java\org\jfree\chart\axis\DateTickTest.java,DateTickTest.java,120,39,0.325,5,0.065
jfreechart-master\src\test\java\org\jfree\chart\axis\DateTickUnitTest.java,DateTickUnitTest.java,73,39,0.5342465753424658,4,0.13356164383561644
jfreechart-master\src\test\java\org\jfree\chart\axis\ExtendedCategoryAxisTest.java,ExtendedCategoryAxisTest.java,135,45,0.3333333333333333,6,0.05555555555555555
jfreechart-master\src\test\java\org\jfree\chart\axis\LogarithmicAxisTest.java,LogarithmicAxisTest.java,203,54,0.2660098522167488,11,0.02418271383788625
jfreechart-master\src\test\java\org\jfree\chart\axis\LogAxisTest.java,LogAxisTest.java,251,48,0.19123505976095617,13,0.014710389212381244
jfreechart-master\src\test\java\org\jfree\chart\axis\MarkerAxisBandTest.java,MarkerAxisBandTest.java,96,39,0.40625,4,0.1015625
jfreechart-master\src\test\java\org\jfree\chart\axis\ModuloAxisTest.java,ModuloAxisTest.java,88,40,0.45454545454545453,5,0.09090909090909091
jfreechart-master\src\test\java\org\jfree\chart\axis\MonthDateFormatTest.java,MonthDateFormatTest.java,127,45,0.3543307086614173,5,0.07086614173228346
jfreechart-master\src\test\java\org\jfree\chart\axis\NumberAxisTest.java,NumberAxisTest.java,355,100,0.28169014084507044,15,0.018779342723004695
jfreechart-master\src\test\java\org\jfree\chart\axis\NumberTickUnitTest.java,NumberTickUnitTest.java,89,40,0.449438202247191,5,0.0898876404494382
jfreechart-master\src\test\java\org\jfree\chart\axis\PeriodAxisLabelInfoTest.java,PeriodAxisLabelInfoTest.java,167,41,0.24550898203592814,6,0.04091816367265469
jfreechart-master\src\test\java\org\jfree\chart\axis\PeriodAxisTest.java,PeriodAxisTest.java,252,47,0.1865079365079365,9,0.02072310405643739
jfreechart-master\src\test\java\org\jfree\chart\axis\QuarterDateFormatTest.java,QuarterDateFormatTest.java,110,40,0.36363636363636365,5,0.07272727272727272
jfreechart-master\src\test\java\org\jfree\chart\axis\StandardTickUnitSourceTest.java,StandardTickUnitSourceTest.java,61,38,0.6229508196721312,2,0.3114754098360656
jfreechart-master\src\test\java\org\jfree\chart\axis\SubCategoryAxisTest.java,SubCategoryAxisTest.java,134,44,0.3283582089552239,7,0.046908315565031986
jfreechart-master\src\test\java\org\jfree\chart\axis\SymbolAxisTest.java,SymbolAxisTest.java,95,39,0.4105263157894737,3,0.1368421052631579
jfreechart-master\src\test\java\org\jfree\chart\axis\TickUnitsTest.java,TickUnitsTest.java,78,39,0.5,3,0.16666666666666666
jfreechart-master\src\test\java\org\jfree\chart\axis\ValueAxisTest.java,ValueAxisTest.java,211,62,0.2938388625592417,4,0.07345971563981042
jfreechart-master\src\test\java\org\jfree\chart\BarChartTest.java,BarChartTest.java,163,47,0.2883435582822086,9,0.032038173142467624
jfreechart-master\src\test\java\org\jfree\chart\block\AbstractBlockTest.java,AbstractBlockTest.java,123,39,0.3170731707317073,4,0.07926829268292683
jfreechart-master\src\test\java\org\jfree\chart\block\BlockBorderTest.java,BlockBorderTest.java,91,41,0.45054945054945056,3,0.15018315018315018
jfreechart-master\src\test\java\org\jfree\chart\block\BlockContainerTest.java,BlockContainerTest.java,83,39,0.46987951807228917,3,0.1566265060240964
jfreechart-master\src\test\java\org\jfree\chart\block\BorderArrangementTest.java,BorderArrangementTest.java,709,172,0.24259520451339917,8,0.030324400564174896
jfreechart-master\src\test\java\org\jfree\chart\block\ColorBlockTest.java,ColorBlockTest.java,104,40,0.38461538461538464,4,0.09615384615384616
jfreechart-master\src\test\java\org\jfree\chart\block\ColumnArrangementTest.java,ColumnArrangementTest.java,98,39,0.3979591836734694,3,0.1326530612244898
jfreechart-master\src\test\java\org\jfree\chart\block\EmptyBlockTest.java,EmptyBlockTest.java,87,39,0.4482758620689655,4,0.11206896551724138
jfreechart-master\src\test\java\org\jfree\chart\block\FlowArrangementTest.java,FlowArrangementTest.java,98,39,0.3979591836734694,3,0.1326530612244898
jfreechart-master\src\test\java\org\jfree\chart\block\GridArrangementTest.java,GridArrangementTest.java,266,54,0.20300751879699247,19,0.010684606252473288
jfreechart-master\src\test\java\org\jfree\chart\block\LabelBlockTest.java,LabelBlockTest.java,118,39,0.3305084745762712,3,0.11016949152542373
jfreechart-master\src\test\java\org\jfree\chart\block\LineBorderTest.java,LineBorderTest.java,95,39,0.4105263157894737,3,0.1368421052631579
jfreechart-master\src\test\java\org\jfree\chart\block\RectangleConstraintTest.java,RectangleConstraintTest.java,116,46,0.39655172413793105,1,0.39655172413793105
jfreechart-master\src\test\java\org\jfree\chart\ChartRenderingInfoTest.java,ChartRenderingInfoTest.java,115,41,0.3565217391304348,4,0.0891304347826087
jfreechart-master\src\test\java\org\jfree\chart\entity\CategoryItemEntityTest.java,CategoryItemEntityTest.java,109,39,0.3577981651376147,3,0.11926605504587157
jfreechart-master\src\test\java\org\jfree\chart\entity\CategoryLabelEntityTest.java,CategoryLabelEntityTest.java,95,39,0.4105263157894737,3,0.1368421052631579
jfreechart-master\src\test\java\org\jfree\chart\entity\FlowEntityTest.java,FlowEntityTest.java,92,39,0.42391304347826086,3,0.14130434782608695
jfreechart-master\src\test\java\org\jfree\chart\entity\LegendItemEntityTest.java,LegendItemEntityTest.java,98,39,0.3979591836734694,3,0.1326530612244898
jfreechart-master\src\test\java\org\jfree\chart\entity\PieSectionEntityTest.java,PieSectionEntityTest.java,110,39,0.35454545454545455,3,0.11818181818181818
jfreechart-master\src\test\java\org\jfree\chart\entity\StandardEntityCollectionTest.java,StandardEntityCollectionTest.java,98,40,0.40816326530612246,3,0.1360544217687075
jfreechart-master\src\test\java\org\jfree\chart\entity\TickLabelEntityTest.java,TickLabelEntityTest.java,89,39,0.43820224719101125,3,0.14606741573033707
jfreechart-master\src\test\java\org\jfree\chart\entity\XYItemEntityTest.java,XYItemEntityTest.java,102,39,0.38235294117647056,3,0.12745098039215685
jfreechart-master\src\test\java\org\jfree\chart\GanttChartTest.java,GanttChartTest.java,264,51,0.19318181818181818,14,0.013798701298701298
jfreechart-master\src\test\java\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGeneratorTest.java,DynamicDriveToolTipTagFragmentGeneratorTest.java,59,41,0.6949152542372882,5,0.13898305084745763
jfreechart-master\src\test\java\org\jfree\chart\imagemap\ImageMapUtilsTest.java,ImageMapUtilsTest.java,105,42,0.4,5,0.08
jfreechart-master\src\test\java\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGeneratorTest.java,OverLIBToolTipTagFragmentGeneratorTest.java,59,41,0.6949152542372882,5,0.13898305084745763
jfreechart-master\src\test\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGeneratorTest.java,StandardToolTipTagFragmentGeneratorTest.java,57,41,0.7192982456140351,1,0.7192982456140351
jfreechart-master\src\test\java\org\jfree\chart\imagemap\StandardURLTagFragmentGeneratorTest.java,StandardURLTagFragmentGeneratorTest.java,58,43,0.7413793103448276,1,0.7413793103448276
jfreechart-master\src\test\java\org\jfree\chart\internal\ArgsTest.java,ArgsTest.java,52,36,0.6923076923076923,1,0.6923076923076923
jfreechart-master\src\test\java\org\jfree\chart\internal\CloneUtilsTest.java,CloneUtilsTest.java,76,38,0.5,2,0.25
jfreechart-master\src\test\java\org\jfree\chart\internal\HashUtilsTest.java,HashUtilsTest.java,55,37,0.6727272727272727,1,0.6727272727272727
jfreechart-master\src\test\java\org\jfree\chart\internal\LineUtilsTest.java,LineUtilsTest.java,118,37,0.3135593220338983,7,0.044794188861985475
jfreechart-master\src\test\java\org\jfree\chart\internal\SerialUtilsTest.java,SerialUtilsTest.java,108,36,0.3333333333333333,8,0.041666666666666664
jfreechart-master\src\test\java\org\jfree\chart\internal\ShapeUtilsTest.java,ShapeUtilsTest.java,118,41,0.3474576271186441,5,0.06949152542372881
jfreechart-master\src\test\java\org\jfree\chart\JFreeChartTest.java,JFreeChartTest.java,407,80,0.19656019656019655,20,0.009828009828009828
jfreechart-master\src\test\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGeneratorTest.java,BoxAndWhiskerToolTipGeneratorTest.java,109,44,0.4036697247706422,5,0.08073394495412844
jfreechart-master\src\test\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGeneratorTest.java,BoxAndWhiskerXYToolTipGeneratorTest.java,129,45,0.3488372093023256,5,0.06976744186046512
jfreechart-master\src\test\java\org\jfree\chart\labels\BubbleXYItemLabelGeneratorTest.java,BubbleXYItemLabelGeneratorTest.java,164,45,0.27439024390243905,6,0.04573170731707318
jfreechart-master\src\test\java\org\jfree\chart\labels\CustomXYItemLabelGeneratorTest.java,CustomXYItemLabelGeneratorTest.java,85,39,0.4588235294117647,3,0.15294117647058822
jfreechart-master\src\test\java\org\jfree\chart\labels\HighLowItemLabelGeneratorTest.java,HighLowItemLabelGeneratorTest.java,107,41,0.38317757009345793,5,0.07663551401869159
jfreechart-master\src\test\java\org\jfree\chart\labels\IntervalCategoryItemLabelGeneratorTest.java,IntervalCategoryItemLabelGeneratorTest.java,115,41,0.3565217391304348,5,0.07130434782608695
jfreechart-master\src\test\java\org\jfree\chart\labels\IntervalCategoryToolTipGeneratorTest.java,IntervalCategoryToolTipGeneratorTest.java,129,42,0.32558139534883723,6,0.054263565891472874
jfreechart-master\src\test\java\org\jfree\chart\labels\ItemLabelAnchorTest.java,ItemLabelAnchorTest.java,59,38,0.6440677966101694,2,0.3220338983050847
jfreechart-master\src\test\java\org\jfree\chart\labels\ItemLabelPositionTest.java,ItemLabelPositionTest.java,65,43,0.6615384615384615,2,0.33076923076923076
jfreechart-master\src\test\java\org\jfree\chart\labels\MultipleXYSeriesLabelGeneratorTest.java,MultipleXYSeriesLabelGeneratorTest.java,111,41,0.36936936936936937,5,0.07387387387387387
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardCategoryItemLabelGeneratorTest.java,StandardCategoryItemLabelGeneratorTest.java,155,44,0.2838709677419355,7,0.04055299539170507
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardCategorySeriesLabelGeneratorTest.java,StandardCategorySeriesLabelGeneratorTest.java,119,42,0.35294117647058826,6,0.05882352941176471
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardCategoryToolTipGeneratorTest.java,StandardCategoryToolTipGeneratorTest.java,134,42,0.31343283582089554,6,0.05223880597014926
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardFlowLabelGeneratorTest.java,StandardFlowLabelGeneratorTest.java,62,38,0.6129032258064516,2,0.3064516129032258
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardPieSectionLabelGeneratorTest.java,StandardPieSectionLabelGeneratorTest.java,135,41,0.3037037037037037,5,0.06074074074074074
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardPieToolTipGeneratorTest.java,StandardPieToolTipGeneratorTest.java,126,41,0.3253968253968254,5,0.06507936507936508
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYItemLabelGeneratorTest.java,StandardXYItemLabelGeneratorTest.java,158,45,0.2848101265822785,5,0.0569620253164557
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java,StandardXYSeriesLabelGeneratorTest.java,118,42,0.3559322033898305,6,0.059322033898305086
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYToolTipGeneratorTest.java,StandardXYToolTipGeneratorTest.java,135,42,0.3111111111111111,5,0.06222222222222222
jfreechart-master\src\test\java\org\jfree\chart\labels\StandardXYZToolTipGeneratorTest.java,StandardXYZToolTipGeneratorTest.java,152,49,0.3223684210526316,5,0.06447368421052632
jfreechart-master\src\test\java\org\jfree\chart\labels\SymbolicXYItemLabelGeneratorTest.java,SymbolicXYItemLabelGeneratorTest.java,94,41,0.43617021276595747,5,0.08723404255319149
jfreechart-master\src\test\java\org\jfree\chart\legend\LegendGraphicTest.java,LegendGraphicTest.java,194,57,0.29381443298969073,6,0.04896907216494845
jfreechart-master\src\test\java\org\jfree\chart\legend\LegendTitleTest.java,LegendTitleTest.java,133,41,0.3082706766917293,5,0.061654135338345864
jfreechart-master\src\test\java\org\jfree\chart\legend\PaintScaleLegendTest.java,PaintScaleLegendTest.java,152,50,0.32894736842105265,5,0.06578947368421054
jfreechart-master\src\test\java\org\jfree\chart\LegendItemCollectionTest.java,LegendItemCollectionTest.java,107,44,0.411214953271028,3,0.13707165109034267
jfreechart-master\src\test\java\org\jfree\chart\LegendItemTest.java,LegendItemTest.java,313,47,0.1501597444089457,4,0.037539936102236424
jfreechart-master\src\test\java\org\jfree\chart\LineChartTest.java,LineChartTest.java,160,47,0.29375,8,0.03671875
jfreechart-master\src\test\java\org\jfree\chart\MeterChartTest.java,MeterChartTest.java,67,42,0.6268656716417911,1,0.6268656716417911
jfreechart-master\src\test\java\org\jfree\chart\PieChartTest.java,PieChartTest.java,102,48,0.47058823529411764,5,0.09411764705882353
jfreechart-master\src\test\java\org\jfree\chart\plot\CategoryMarkerTest.java,CategoryMarkerTest.java,172,49,0.28488372093023256,7,0.040697674418604654
jfreechart-master\src\test\java\org\jfree\chart\plot\CategoryPlotTest.java,CategoryPlotTest.java,1116,142,0.12724014336917563,48,0.002650836320191159
jfreechart-master\src\test\java\org\jfree\chart\plot\CombinedDomainCategoryPlotTest.java,CombinedDomainCategoryPlotTest.java,240,52,0.21666666666666667,12,0.018055555555555557
jfreechart-master\src\test\java\org\jfree\chart\plot\CombinedDomainXYPlotTest.java,CombinedDomainXYPlotTest.java,247,54,0.21862348178137653,13,0.016817190906259733
jfreechart-master\src\test\java\org\jfree\chart\plot\CombinedRangeCategoryPlotTest.java,CombinedRangeCategoryPlotTest.java,239,51,0.21338912133891214,12,0.01778242677824268
jfreechart-master\src\test\java\org\jfree\chart\plot\CombinedRangeXYPlotTest.java,CombinedRangeXYPlotTest.java,239,53,0.2217573221757322,12,0.018479776847977684
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\ArrowNeedleTest.java,ArrowNeedleTest.java,77,39,0.5064935064935064,3,0.1688311688311688
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\CompassPlotTest.java,CompassPlotTest.java,119,45,0.37815126050420167,3,0.12605042016806722
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\LineNeedleTest.java,LineNeedleTest.java,73,39,0.5342465753424658,3,0.17808219178082194
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\LongNeedleTest.java,LongNeedleTest.java,73,39,0.5342465753424658,3,0.17808219178082194
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\MeterNeedleTest.java,MeterNeedleTest.java,83,37,0.4457831325301205,1,0.4457831325301205
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\MiddlePinNeedleTest.java,MiddlePinNeedleTest.java,73,39,0.5342465753424658,3,0.17808219178082194
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PinNeedleTest.java,PinNeedleTest.java,73,39,0.5342465753424658,3,0.17808219178082194
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PlumNeedleTest.java,PlumNeedleTest.java,73,39,0.5342465753424658,3,0.17808219178082194
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\PointerNeedleTest.java,PointerNeedleTest.java,73,39,0.5342465753424658,3,0.17808219178082194
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\ShipNeedleTest.java,ShipNeedleTest.java,73,39,0.5342465753424658,3,0.17808219178082194
jfreechart-master\src\test\java\org\jfree\chart\plot\compass\WindNeedleTest.java,WindNeedleTest.java,73,39,0.5342465753424658,3,0.17808219178082194
jfreechart-master\src\test\java\org\jfree\chart\plot\CrosshairTest.java,CrosshairTest.java,162,41,0.25308641975308643,5,0.050617283950617285
jfreechart-master\src\test\java\org\jfree\chart\plot\DefaultDrawingSupplierTest.java,DefaultDrawingSupplierTest.java,167,50,0.2994011976047904,3,0.09980039920159679
jfreechart-master\src\test\java\org\jfree\chart\plot\dial\AbstractDialLayerTest.java,AbstractDialLayerTest.java,89,44,0.4943820224719101,3,0.1647940074906367
jfreechart-master\src\test\java\org\jfree\chart\plot\dial\ArcDialFrameTest.java,ArcDialFrameTest.java,136,49,0.3602941176470588,5,0.07205882352941176
jfreechart-master\src\test\java\org\jfree\chart\plot\dial\DialBackgroundTest.java,DialBackgroundTest.java,132,48,0.36363636363636365,5,0.07272727272727272
jfreechart-master\src\test\java\org\jfree\chart\plot\dial\DialCapTest.java,DialCapTest.java,142,50,0.352112676056338,5,0.0704225352112676
